name_en, category, name_jp, name_jp_phonetic, dex_num, photo_link, type_1, type_2, ability_1, ability_2, ability_3, hp, attack, defense, special attack, special defense, speed, 
Kricketune, Cricket Pokémon, コロトック, Korotock, #0402, https://archives.bulbagarden.net/wiki/Category:Kricketune, Bug, None, Swarm, None, Technician, 77, 85, 51, 55, 51, 65, 
Shinx, Flash Pokémon, コリンク, Kolink, #0403, https://archives.bulbagarden.net/wiki/Category:Shinx, Electric, None, Rivalry, Intimidate, Guts, 45, 65, 34, 40, 34, 45, 
Luxio, Spark Pokémon, ルクシオ, Luxio, #0404, https://archives.bulbagarden.net/wiki/Category:Luxio, Electric, None, Rivalry, Intimidate, Guts, 60, 85, 49, 60, 49, 60, 
Luxray, Gleam Eyes Pokémon, レントラー, Rentorar, #0405, https://archives.bulbagarden.net/wiki/Category:Luxray, Electric, None, Rivalry, Intimidate, Guts, 80, 120, 79, 95, 79, 70, 
Budew, Bud Pokémon, スボミー, Subomie, #0406, https://archives.bulbagarden.net/wiki/Category:Budew, Grass, Poison, Natural Cure, Poison Point, Leaf Guard, 40, 30, 35, 50, 70, 55, 
Roserade, Bouquet Pokémon, ロズレイド, Roserade, #0407, https://archives.bulbagarden.net/wiki/Category:Roserade, Grass, Poison, Natural Cure, Poison Point, Technician, 60, 70, 65, 125, 105, 90, 
Cranidos, Head Butt Pokémon, ズガイドス, Zugaidos, #0408, https://archives.bulbagarden.net/wiki/Category:Cranidos, Rock, None, Mold Breaker, None, Sheer Force, 67, 125, 40, 30, 30, 58, 
Rampardos, Head Butt Pokémon, ラムパルド, Rampald, #0409, https://archives.bulbagarden.net/wiki/Category:Rampardos, Rock, None, Mold Breaker, None, Sheer Force, 97, 165, 60, 65, 50, 58, 
Shieldon, Shield Pokémon, タテトプス, Tatetops, #0410, https://archives.bulbagarden.net/wiki/Category:Shieldon, Rock, Steel, Sturdy, None, Soundproof, 30, 42, 118, 42, 88, 30, 
Bastiodon, Shield Pokémon, トリデプス, Torideps, #0411, https://archives.bulbagarden.net/wiki/Category:Bastiodon, Rock, Steel, Sturdy, None, Soundproof, 60, 52, 168, 47, 138, 30, 
Burmy, Bagworm Pokémon, ミノムッチ, Minomucchi, #0412, https://archives.bulbagarden.net/wiki/Category:Burmy, Bug, None, Shed Skin, None, Overcoat, 40, 29, 45, 29, 45, 36, 
Wormadam, Bagworm Pokémon, ミノマダム, Minomadam, #0413, https://archives.bulbagarden.net/wiki/Category:Wormadam, Bug, Grass, Anticipation, None, Overcoat, 60, 59, 85, 79, 105, 36, 
Mothim, Moth Pokémon, ガーメイル, Gamale, #0414, https://archives.bulbagarden.net/wiki/Category:Mothim, Bug, Flying, Swarm, None, Tinted Lens, 70, 94, 50, 94, 50, 66, 
Combee, Tiny Bee Pokémon, ミツハニー, Mitsuhoney, #0415, https://archives.bulbagarden.net/wiki/Category:Combee, Bug, Flying, Honey Gather, None, Hustle, 30, 30, 42, 30, 42, 70, 
Vespiquen, Beehive Pokémon, ビークイン, Beequen, #0416, https://archives.bulbagarden.net/wiki/Category:Vespiquen, Bug, Flying, Pressure, None, Unnerve, 70, 80, 102, 80, 102, 40, 
Pachirisu, EleSquirrel Pokémon, パチリス, Pachirisu, #0417, https://archives.bulbagarden.net/wiki/Category:Pachirisu, Electric, None, Run Away, Pickup, Volt Absorb, 60, 45, 70, 45, 90, 95, 
Buizel, Sea Weasel Pokémon, ブイゼル, Buoysel, #0418, https://archives.bulbagarden.net/wiki/Category:Buizel, Water, None, Swift Swim, None, Water Veil, 55, 65, 35, 60, 30, 85, 
Floatzel, Sea Weasel Pokémon, フローゼル, Floazel, #0419, https://archives.bulbagarden.net/wiki/Category:Floatzel, Water, None, Swift Swim, None, Water Veil, 85, 105, 55, 85, 50, 115, 
Cherubi, Cherry Pokémon, チェリンボ, Cherinbo, #0420, https://archives.bulbagarden.net/wiki/Category:Cherubi, Grass, None, Chlorophyll, None, None, 45, 35, 45, 62, 53, 35, 
Cherrim, Blossom Pokémon, チェリム, Cherrim, #0421, https://archives.bulbagarden.net/wiki/Category:Cherrim, Grass, None, Flower Gift, None, None, 70, 60, 70, 87, 78, 85, 
Shellos, Sea Slug Pokémon, カラナクシ, Karanakushi, #0422, https://archives.bulbagarden.net/wiki/Category:Shellos, Water, None, Sticky Hold, Storm Drain, Sand Force, 76, 48, 48, 57, 62, 34, 
Gastrodon, Sea Slug Pokémon, トリトドン, Tritodon, #0423, https://archives.bulbagarden.net/wiki/Category:Gastrodon, Water, Ground, Sticky Hold, Storm Drain, Sand Force, 111, 83, 68, 92, 82, 39, 
Ambipom, Long Tail Pokémon, エテボース, Eteboth, #0424, https://archives.bulbagarden.net/wiki/Category:Ambipom, Normal, None, Technician, Pickup, Skill Link, 75, 100, 66, 60, 66, 115, 
Drifloon, Balloon Pokémon, フワンテ, Fuwante, #0425, https://archives.bulbagarden.net/wiki/Category:Drifloon, Ghost, Flying, Aftermath, Unburden, Flare Boost, 90, 50, 34, 60, 44, 70, 
Drifblim, Blimp Pokémon, フワライド, Fuwaride, #0426, https://archives.bulbagarden.net/wiki/Category:Drifblim, Ghost, Flying, Aftermath, Unburden, Flare Boost, 150, 80, 44, 90, 54, 80, 
Buneary, Rabbit Pokémon, ミミロル, Mimirol, #0427, https://archives.bulbagarden.net/wiki/Category:Buneary, Normal, None, Run Away, Klutz, Limber, 55, 66, 44, 44, 56, 85, 
Lopunny, Rabbit Pokémon, ミミロップ, Mimilop, #0428, https://archives.bulbagarden.net/wiki/Category:Lopunny, Normal, None, Cute Charm, Klutz, Limber, 65, 76, 84, 54, 96, 105, 
Mismagius, Magical Pokémon, ムウマージ, Mumargi, #0429, https://archives.bulbagarden.net/wiki/Category:Mismagius, Ghost, None, Levitate, None, None, 60, 60, 60, 105, 105, 105, 
Honchkrow, Big Boss Pokémon, ドンカラス, Dongkarasu, #0430, https://archives.bulbagarden.net/wiki/Category:Honchkrow, Dark, Flying, Insomnia, Super Luck, Moxie, 100, 125, 52, 105, 52, 71, 
Glameow, Catty Pokémon, ニャルマー, Nyarmar, #0431, https://archives.bulbagarden.net/wiki/Category:Glameow, Normal, None, Limber, Own Tempo, Keen Eye, 49, 55, 42, 42, 37, 85, 
Purugly, Tiger Cat Pokémon, ブニャット, Bunyatto, #0432, https://archives.bulbagarden.net/wiki/Category:Purugly, Normal, None, Thick Fat, Own Tempo, Defiant, 71, 82, 64, 64, 59, 112, 
Chingling, Bell Pokémon, リーシャン, Lisyan, #0433, https://archives.bulbagarden.net/wiki/Category:Chingling, Psychic, None, Levitate, None, None, 45, 30, 50, 65, 50, 45, 
Stunky, Skunk Pokémon, スカンプー, Skunpuu, #0434, https://archives.bulbagarden.net/wiki/Category:Stunky, Poison, Dark, Stench, Aftermath, Keen Eye, 63, 63, 47, 41, 41, 74, 
Skuntank, Skunk Pokémon, スカタンク, Skutank, #0435, https://archives.bulbagarden.net/wiki/Category:Skuntank, Poison, Dark, Stench, Aftermath, Keen Eye, 103, 93, 67, 71, 61, 84, 
Bronzor, Bronze Pokémon, ドーミラー, Dohmirror, #0436, https://archives.bulbagarden.net/wiki/Category:Bronzor, Steel, Psychic, Levitate, Heatproof, Heavy Metal, 57, 24, 86, 24, 86, 23, 
Bronzong, Bronze Bell Pokémon, ドータクン, Dohtakun, #0437, https://archives.bulbagarden.net/wiki/Category:Bronzong, Steel, Psychic, Levitate, Heatproof, Heavy Metal, 67, 89, 116, 79, 116, 33, 
Bonsly, Bonsai Pokémon, ウソハチ, Usohachi, #0438, https://archives.bulbagarden.net/wiki/Category:Bonsly, Rock, None, Sturdy, Rock Head, Rattled, 50, 80, 95, 10, 45, 10, 
Mime Jr., Mime Pokémon, マネネ, Manene, #0439, https://archives.bulbagarden.net/wiki/Category:Mime_Jr., Psychic, Fairy, Soundproof, Filter, Technician, 20, 25, 45, 70, 90, 60, 
Happiny, Playhouse Pokémon, ピンプク, Pinpuku, #0440, https://archives.bulbagarden.net/wiki/Category:Happiny, Normal, None, Natural Cure, Serene Grace, Friend Guard, 100, 5, 5, 15, 65, 30, 
Chatot, Music Note Pokémon, ペラップ, Perap, #0441, https://archives.bulbagarden.net/wiki/Category:Chatot, Normal, Flying, Keen Eye, Tangled Feet, Big Pecks, 76, 65, 45, 92, 42, 91, 
Spiritomb, Forbidden Pokémon, ミカルゲ, Mikaruge, #0442, https://archives.bulbagarden.net/wiki/Category:Spiritomb, Ghost, Dark, Pressure, None, Infiltrator, 50, 92, 108, 92, 108, 35, 
Gible, Land Shark Pokémon, フカマル, Fukamaru, #0443, https://archives.bulbagarden.net/wiki/Category:Gible, Dragon, Ground, Sand Veil, None, Rough Skin, 58, 70, 45, 40, 45, 42, 
Gabite, Cave Pokémon, ガバイト, Gabite, #0444, https://archives.bulbagarden.net/wiki/Category:Gabite, Dragon, Ground, Sand Veil, None, Rough Skin, 68, 90, 65, 50, 55, 82, 
Garchomp, Mach Pokémon, ガブリアス, Gaburias, #0445, https://archives.bulbagarden.net/wiki/Category:Garchomp, Dragon, Ground, Sand Veil, None, Rough Skin, 108, 130, 95, 80, 85, 102, 
Munchlax, Big Eater Pokémon, ゴンベ, Gonbe, #0446, https://archives.bulbagarden.net/wiki/Category:Munchlax, Normal, None, Pickup, Thick Fat, Gluttony, 135, 85, 40, 40, 85, 5, 
Riolu, Emanation Pokémon, リオル, Riolu, #0447, https://archives.bulbagarden.net/wiki/Category:Riolu, Fighting, None, Steadfast, Inner Focus, Prankster, 40, 70, 40, 35, 40, 60, 
Lucario, Aura Pokémon, ルカリオ, Lucario, #0448, https://archives.bulbagarden.net/wiki/Category:Lucario, Fighting, Steel, Steadfast, Inner Focus, Justified, 70, 110, 70, 115, 70, 90, 
Hippopotas, Hippo Pokémon, ヒポポタス, Hippopotas, #0449, https://archives.bulbagarden.net/wiki/Category:Hippopotas, Ground, None, Sand Stream, None, Sand Force, 68, 72, 78, 38, 42, 32, 
Hippowdon, Heavyweight Pokémon, カバルドン, Kabaldon, #0450, https://archives.bulbagarden.net/wiki/Category:Hippowdon, Ground, None, Sand Stream, None, Sand Force, 108, 112, 118, 68, 72, 47, 
Skorupi, Scorpion Pokémon, スコルピ, Scorupi, #0451, https://archives.bulbagarden.net/wiki/Category:Skorupi, Poison, Bug, Battle Armor, Sniper, Keen Eye, 40, 50, 90, 30, 55, 65, 
Drapion, Ogre Scorpion Pokémon, ドラピオン, Dorapion, #0452, https://archives.bulbagarden.net/wiki/Category:Drapion, Poison, Dark, Battle Armor, Sniper, Keen Eye, 70, 90, 110, 60, 75, 95, 
Croagunk, Toxic Mouth Pokémon, グレッグル, Gureggru, #0453, https://archives.bulbagarden.net/wiki/Category:Croagunk, Poison, Fighting, Anticipation, Dry Skin, Poison Touch, 48, 61, 40, 61, 40, 50, 
Toxicroak, Toxic Mouth Pokémon, ドクロッグ, Dokurog, #0454, https://archives.bulbagarden.net/wiki/Category:Toxicroak, Poison, Fighting, Anticipation, Dry Skin, Poison Touch, 83, 106, 65, 86, 65, 85, 
Carnivine, Bug Catcher Pokémon, マスキッパ, Muskippa, #0455, https://archives.bulbagarden.net/wiki/Category:Carnivine, Grass, None, Levitate, None, None, 74, 100, 72, 90, 72, 46, 
Finneon, Wing Fish Pokémon, ケイコウオ, Keikouo, #0456, https://archives.bulbagarden.net/wiki/Category:Finneon, Water, None, Swift Swim, Storm Drain, Water Veil, 49, 49, 56, 49, 61, 66, 
Lumineon, Neon Pokémon, ネオラント, Neolant, #0457, https://archives.bulbagarden.net/wiki/Category:Lumineon, Water, None, Swift Swim, Storm Drain, Water Veil, 69, 69, 76, 69, 86, 91, 
Mantyke, Kite Pokémon, タマンタ, Tamanta, #0458, https://archives.bulbagarden.net/wiki/Category:Mantyke, Water, Flying, Swift Swim, Water Absorb, Water Veil, 45, 20, 50, 60, 120, 50, 
Snover, Frost Tree Pokémon, ユキカブリ, Yukikaburi, #0459, https://archives.bulbagarden.net/wiki/Category:Snover, Grass, Ice, Snow Warning, None, Soundproof, 60, 62, 50, 62, 60, 40, 
Abomasnow, Frost Tree Pokémon, ユキノオー, Yukinooh, #0460, https://archives.bulbagarden.net/wiki/Category:Abomasnow, Grass, Ice, Snow Warning, None, Soundproof, 90, 92, 75, 92, 85, 60, 
Weavile, Sharp Claw Pokémon, マニューラ, Manyula, #0461, https://archives.bulbagarden.net/wiki/Category:Weavile, Dark, Ice, Pressure, None, Pickpocket, 70, 120, 65, 45, 85, 125, 
Magnezone, Magnet Area Pokémon, ジバコイル, Jibacoil, #0462, https://archives.bulbagarden.net/wiki/Category:Magnezone, Electric, Steel, Magnet Pull, Sturdy, Analytic, 70, 70, 115, 130, 90, 60, 
Lickilicky, Licking Pokémon, ベロベルト, Berobelt, #0463, https://archives.bulbagarden.net/wiki/Category:Lickilicky, Normal, None, Own Tempo, Oblivious, Cloud Nine, 110, 85, 95, 80, 95, 50, 
Rhyperior, Drill Pokémon, ドサイドン, Dosidon, #0464, https://archives.bulbagarden.net/wiki/Category:Rhyperior, Ground, Rock, Lightning Rod, Solid Rock, Reckless, 115, 140, 130, 55, 55, 40, 
Tangrowth, Vine Pokémon, モジャンボ, Mojumbo, #0465, https://archives.bulbagarden.net/wiki/Category:Tangrowth, Grass, None, Chlorophyll, Leaf Guard, Regenerator, 100, 100, 125, 110, 50, 50, 
Electivire, Thunderbolt Pokémon, エレキブル, Elekible, #0466, https://archives.bulbagarden.net/wiki/Category:Electivire, Electric, None, Motor Drive, None, Vital Spirit, 75, 123, 67, 95, 85, 95, 
Magmortar, Blast Pokémon, ブーバーン, Booburn, #0467, https://archives.bulbagarden.net/wiki/Category:Magmortar, Fire, None, Flame Body, None, Vital Spirit, 75, 95, 67, 125, 95, 83, 
Togekiss, Jubilee Pokémon, トゲキッス, Togekiss, #0468, https://archives.bulbagarden.net/wiki/Category:Togekiss, Fairy, Flying, Hustle, Serene Grace, Super Luck, 85, 50, 95, 120, 115, 80, 
Yanmega, Ogre Darner Pokémon, メガヤンマ, Megayanma, #0469, https://archives.bulbagarden.net/wiki/Category:Yanmega, Bug, Flying, Speed Boost, Tinted Lens, Frisk, 86, 76, 86, 116, 56, 95, 
Leafeon, Verdant Pokémon, リーフィア, Leafia, #0470, https://archives.bulbagarden.net/wiki/Category:Leafeon, Grass, None, Leaf Guard, None, Chlorophyll, 65, 110, 130, 60, 65, 95, 
Glaceon, Fresh Snow Pokémon, グレイシア, Glacia, #0471, https://archives.bulbagarden.net/wiki/Category:Glaceon, Ice, None, Snow Cloak, None, Ice Body, 65, 60, 110, 130, 95, 65, 
Gliscor,  Pokémon, グライオン, Glion, #0472, https://archives.bulbagarden.net/wiki/Category:Gliscor, Ground, Flying, Hyper Cutter, Sand Veil, Poison Heal, 75, 95, 125, 45, 75, 95, 
Mamoswine, Twin Tusk Pokémon, マンムー, Mammoo, #0473, https://archives.bulbagarden.net/wiki/Category:Mamoswine, Ice, Ground, Oblivious, Snow Cloak, Thick Fat, 110, 130, 80, 70, 60, 80, 
Porygon-Z, Virtual Pokémon, ポリゴンZ, Porygon-Z, #0474, https://archives.bulbagarden.net/wiki/Category:Porygon-Z, Normal, None, Adaptability, Download, Analytic, 85, 80, 70, 135, 75, 90, 
Gallade, Blade Pokémon, エルレイド, Erureido, #0475, https://archives.bulbagarden.net/wiki/Category:Gallade, Psychic, Fighting, Steadfast, Sharpness, Justified, 68, 125, 65, 65, 115, 80, 
Probopass, Compass Pokémon, ダイノーズ, Dainose, #0476, https://archives.bulbagarden.net/wiki/Category:Probopass, Rock, Steel, Sturdy, Magnet Pull, Sand Force, 60, 55, 145, 75, 150, 40, 
Dusknoir, Gripper Pokémon, ヨノワール, Yonoir, #0477, https://archives.bulbagarden.net/wiki/Category:Dusknoir, Ghost, None, Pressure, None, Frisk, 45, 100, 135, 65, 135, 45, 
Froslass, Snow Land Pokémon, ユキメノコ, Yukimenoko, #0478, https://archives.bulbagarden.net/wiki/Category:Froslass, Ice, Ghost, Snow Cloak, None, Cursed Body, 70, 80, 70, 80, 70, 110, 
Rotom, Plasma Pokémon, ロトム, Rotom, #0479, https://archives.bulbagarden.net/wiki/Category:Rotom, Electric, Ghost, Levitate, None, None, 50, 50, 77, 95, 77, 91, 
Uxie, Knowledge Pokémon, ユクシー, Yuxie, #0480, https://archives.bulbagarden.net/wiki/Category:Uxie, Psychic, None, Levitate, None, None, 75, 75, 130, 75, 130, 95, 
Mesprit, Emotion Pokémon, エムリット, Emrit, #0481, https://archives.bulbagarden.net/wiki/Category:Mesprit, Psychic, None, Levitate, None, None, 80, 105, 105, 105, 105, 80, 
Azelf, Willpower Pokémon, アグノム, Agnome, #0482, https://archives.bulbagarden.net/wiki/Category:Azelf, Psychic, None, Levitate, None, None, 75, 125, 70, 125, 70, 115, 
Dialga, Temporal Pokémon, ディアルガ, Dialga, #0483, https://archives.bulbagarden.net/wiki/Category:Dialga, Steel, Dragon, Pressure, None, Telepathy, 100, 120, 120, 150, 100, 90, 
Palkia, Spatial Pokémon, パルキア, Palkia, #0484, https://archives.bulbagarden.net/wiki/Category:Palkia, Water, Dragon, Pressure, None, Telepathy, 90, 120, 100, 150, 120, 100, 
Heatran, Lava Dome Pokémon, ヒードラン, Heatran, #0485, https://archives.bulbagarden.net/wiki/Category:Heatran, Fire, Steel, Flash Fire, None, Flame Body, 91, 90, 106, 130, 106, 77, 
Regigigas, Colossal Pokémon, レジギガス, Regigigas, #0486, https://archives.bulbagarden.net/wiki/Category:Regigigas, Normal, None, Slow Start, None, None, 110, 160, 110, 80, 110, 100, 
Giratina, Renegade Pokémon, ギラティナ, Giratina, #0487, https://archives.bulbagarden.net/wiki/Category:Giratina, Ghost, Dragon, Pressure, None, Telepathy, 150, 100, 120, 100, 120, 90, 
Cresselia, Lunar Pokémon, クレセリア, Cresselia, #0488, https://archives.bulbagarden.net/wiki/Category:Cresselia, Psychic, None, Levitate, None, None, 120, 70, 110, 75, 120, 85, 
Phione, Sea Drifter Pokémon, フィオネ, Phione, #0489, https://archives.bulbagarden.net/wiki/Category:Phione, Water, None, Hydration, None, None, 80, 80, 80, 80, 80, 80, 
Manaphy, Seafaring Pokémon, マナフィ, Manaphy, #0490, https://archives.bulbagarden.net/wiki/Category:Manaphy, Water, None, Hydration, None, None, 100, 100, 100, 100, 100, 100, 
Darkrai, Pitch-Black Pokémon, ダークライ, Darkrai, #0491, https://archives.bulbagarden.net/wiki/Category:Darkrai, Dark, None, Bad Dreams, None, None, 70, 90, 90, 135, 90, 125, 
Shaymin, Gratitude Pokémon, シェイミ, Shaymin, #0492, https://archives.bulbagarden.net/wiki/Category:Shaymin, Grass, None, Natural Cure, None, None, 100, 100, 100, 100, 100, 100, 
Arceus, Alpha Pokémon, アルセウス, Arceus, #0493, https://archives.bulbagarden.net/wiki/Category:Arceus, Normal, None, Multitype, None, None, 120, 120, 120, 120, 120, 120, 
Victini, Victory Pokémon, ビクティニ, Victini, #0494, https://archives.bulbagarden.net/wiki/Category:Victini, Psychic, Fire, Victory Star, None, None, 100, 100, 100, 100, 100, 100, 
Snivy, Grass Snake Pokémon, ツタージャ, Tsutarja, #0495, https://archives.bulbagarden.net/wiki/Category:Snivy, Grass, None, Overgrow, None, Contrary, 45, 45, 55, 45, 55, 63, 
Servine, Grass Snake Pokémon, ジャノビー, Janovy, #0496, https://archives.bulbagarden.net/wiki/Category:Servine, Grass, None, Overgrow, None, Contrary, 60, 60, 75, 60, 75, 83, 
Serperior, Regal Pokémon, ジャローダ, Jalorda, #0497, https://archives.bulbagarden.net/wiki/Category:Serperior, Grass, None, Overgrow, None, Contrary, 75, 75, 95, 75, 95, 113, 
Tepig, Fire Pig Pokémon, ポカブ, Pokabu, #0498, https://archives.bulbagarden.net/wiki/Category:Tepig, Fire, None, Blaze, None, Thick Fat, 65, 63, 45, 45, 45, 45, 
Pignite, Fire Pig Pokémon, チャオブー, Chaoboo, #0499, https://archives.bulbagarden.net/wiki/Category:Pignite, Fire, Fighting, Blaze, None, Thick Fat, 90, 93, 55, 70, 55, 55, 
Emboar, Mega Fire Pig Pokémon, エンブオー, Enbuoh, #0500, https://archives.bulbagarden.net/wiki/Category:Emboar, Fire, Fighting, Blaze, None, Reckless, 110, 123, 65, 100, 65, 65, 
Oshawott, Sea Otter Pokémon, ミジュマル, Mijumaru, #0501, https://archives.bulbagarden.net/wiki/Category:Oshawott, Water, None, Torrent, None, Shell Armor, 55, 55, 45, 63, 45, 45, 
Dewott, Discipline Pokémon, フタチマル, Futachimaru, #0502, https://archives.bulbagarden.net/wiki/Category:Dewott, Water, None, Torrent, None, Shell Armor, 75, 75, 60, 83, 60, 60, 
Samurott, Formidable Pokémon, ダイケンキ, Daikenki, #0503, https://archives.bulbagarden.net/wiki/Category:Samurott, Water, None, Torrent, None, Shell Armor, 95, 100, 85, 108, 70, 70, 
Patrat, Scout Pokémon, ミネズミ, Minezumi, #0504, https://archives.bulbagarden.net/wiki/Category:Patrat, Normal, None, Run Away, Keen Eye, Analytic, 45, 55, 39, 35, 39, 42, 
Watchog, Lookout Pokémon, ミルホッグ, Miruhog, #0505, https://archives.bulbagarden.net/wiki/Category:Watchog, Normal, None, Illuminate, Keen Eye, Analytic, 60, 85, 69, 60, 69, 77, 
Lillipup, Puppy Pokémon, ヨーテリー, Yorterrie, #0506, https://archives.bulbagarden.net/wiki/Category:Lillipup, Normal, None, Vital Spirit, Pickup, Run Away, 45, 60, 45, 25, 45, 55, 
Herdier, Loyal Dog Pokémon, ハーデリア, Herderrie, #0507, https://archives.bulbagarden.net/wiki/Category:Herdier, Normal, None, Intimidate, Sand Rush, Scrappy, 65, 80, 65, 35, 65, 60, 
